,name,adm1_code,geometry,damage
0,Alibori,BEN-2170,"POLYGON ((3.596400187000114 11.69577301000001, 3.5743860270000596 11.67303538000003, 3.504932902000064 11.55655670200008, 3.4930473230000416 11.51149485300003, 3.4867427980001366 11.496276144000092, 3.466692342000073 11.442480978000077, 3.4684493400000633 11.419484965000038, 3.483332153000106 11.392303162000047, 3.662546020000093 11.143145244000053, 3.6867305900000815 11.120485128000084, 3.6949988200001087 11.11911570300012, 3.704403930000069 11.12079518700007, 3.705583311000055 11.120732942000075, 3.7137056890001077 11.12030426000004, 3.7220772710000745 11.112346090000074, 3.711845337000085 11.073511251000127, 3.711845337000085 11.051858826000043, 3.7158760990000985 11.031885885000108, 3.7233175050000966 11.013540751000036, 3.7335494380000966 10.996461691000093, 3.7335494380000966 10.99620330800012, 3.754116658000072 10.90713897700003, 3.752979777000064 10.87768341100012, 3.731275675000063 10.825025126000114, 3.730035441000041 10.80771352100001, 3.735099731000105 10.795776266000061, 3.7431612550001034 10.787456360000107, 3.751946248000081 10.780169983000121, 3.7594910080000545 10.771591696000087, 3.7644519450000757 10.760868836000085, 3.773857056000054 10.728054301000071, 3.7832621660000996 10.716969706000057, 3.796077921000091 10.713119812000102, 3.8102372640001363 10.710484314000084, 3.822949666000085 10.703249613000125, 3.8321480710000912 10.683922628000076, 3.8371090090001303 10.654828797000064, 3.83724571500008 10.630609017000026, 3.836851433746631 10.63056590369348, 3.458063185167873 10.58914724375029, 3.217199333582357 10.540803940749242, 2.9757670430146277 10.520856838372367, 2.829626091770706 10.55057078681233, 2.775004102657192 10.552198594789331, 2.6145487809014867 10.53057200849139, 2.457039014938573 10.542276719994618, 2.4061377297724107 10.533362535552556, 2.3555465020693873 10.530106920497985, 2.303249952922954 10.517988796046097, 2.254984165187068 10.517833767314471, 2.2661979511744903 10.524034939061153, 2.2611853369337496 10.842465114773233, 2.2630456880081056 10.858898220576407, 2.266663039167895 10.871171372860545, 2.276894972325124 10.888612169016369, 2.296738721914494 10.911117255357055, 2.3561666187944184 10.960080675083077, 2.3236104673491695 10.991034857872364, 2.3119315933683424 10.999096380693402, 2.3092960950387464 10.999871527948642, 2.3046452160039053 11.000336615042727, 2.2996842786065486 11.002507026278238, 2.294723341209192 11.005375067705188, 2.285886672032291 11.009509181903184, 2.2734843276396077 11.011834621870264, 2.263975863994915 11.01214468023278, 2.214676548383977 11.081726995904148, 2.020063103829159 11.426279609116648, 2.015428660804048 11.431589907048533, 2.1469796140001165 11.563739726000037, 2.2200500890000683 11.622547506000103, 2.273586873000113 11.65205474900003, 2.287436157000087 11.665283915000117, 2.291053507000072 11.674792379000095, 2.2902266840001175 11.685747783000082, 2.2908468020000896 11.703214416000023, 2.3015955000001043 11.731533102000114, 2.3400427660000673 11.773856100000017, 2.3540987550000807 11.799849345000084, 2.3901689040000917 11.896535950000057, 2.388205201000062 11.906767884000118, 2.3765263270000787 11.924079489000036, 2.3751827390001097 11.935034892000104, 2.380867146000071 11.947902324000012, 2.389342081000052 11.950072734000088, 2.3987471920001155 11.94878082300005, 2.407428832000079 11.9512096160001, 2.414146769000098 11.958702698000138, 2.422001587000125 11.973172099000067, 2.4289262280001083 11.980355123000024, 2.438951457000144 11.981285299000078, 2.449390096000087 11.977512919000048, 2.456728149000071 11.97906321200007, 2.457348267000043 11.996219787000129, 2.455281209000077 12.008673808000111, 2.4487699790001045 12.013376364000095, 2.439261515000112 12.015598450000098, 2.4286161700000264 12.020352682000095, 2.418280883000108 12.02867258700006, 2.411149536000096 12.03678578800006, 2.405568481000074 12.04670766200006, 2.3718754470001215 12.140448711000118, 2.362056925000047 12.196155905000055, 2.361230102000121 12.218893535000035, 2.3700150960001167 12.23625681600005, 2.394199666000077 12.247212219000033, 2.407945597000122 12.248917542000086, 2.43088993300006 12.247987366000046, 2.443705689000126 12.249227600000083, 2.4460828050000885 12.251811422000074, 2.4543510330001084 12.26302520800003, 2.459518677000119 12.266745911000044, 2.4669600830000604 12.265040588000076, 2.4726444910000964 12.259252829000104, 2.477708781000075 12.257599182000149, 2.4833931880001217 12.268037822000082, 2.4880440670000894 12.280388489000046, 2.4950720620000766 12.283230692000117, 2.504477173000055 12.28183542900004, 2.5162594000001377 12.281422017000125, 2.519049927000111 12.27914825500011, 2.52060021900013 12.27367055300003, 2.523700806000079 12.26917470300009, 2.5312455650001198 12.26969146700013, 2.5369299720000527 12.273050436000048, 2.54602502400013 12.281628724000086, 2.5505725500000835 12.284522604000074, 2.5861259360001156 12.294031067000049, 2.5900533450000864 12.293307597000052, 2.598631632000121 12.288346659000098, 2.6035925700000746 12.287829895000073, 2.6096903890001215 12.290775452000062, 2.6216793210001015 12.299508769000042, 2.6286039630000744 12.300800680000094, 2.663847290000149 12.291550598000072, 2.6729423420001126 12.296718241000079, 2.686894979000101 12.31842234300008, 2.6902022700001 12.326173808000078, 2.6921659750001368 12.33402862600012, 2.6950598550001246 12.341211650000076, 2.7004342040000893 12.347102763000066, 2.711286254000129 12.351236878000094, 2.7218282470001043 12.344260560000095, 2.7322668860000476 12.34679270400008, 2.741465291000054 12.354130758000082, 2.757484985000076 12.372940979000091, 2.768543742000105 12.380072327000036, 2.778155558000094 12.381932678000041, 2.798412720000101 12.381209209000133, 2.8086446530001012 12.38322458900008, 2.8324158120001357 12.384051413000108, 2.844301391695865 12.399244283097175, 2.892257121000114 12.357076314000082, 2.912617635000032 12.346327616000067, 2.9226428630000783 12.335630595000055, 2.9303943280000624 12.323331604000103, 2.936802205000106 12.300852357000096, 2.9449670810001294 12.292480774000126, 2.95602583800013 12.286848043000091, 2.967808064000053 12.282558899000037, 3.0009843340000657 12.278889873000125, 3.009355917000022 12.276306051000034, 3.0130766200000494 12.27108673100011, 3.0228951420000953 12.252483215000069, 3.0634094640001024 12.193778789000106, 3.23538863100012 12.039524638000103, 3.2384892170000796 12.034201965000051, 3.252028442000068 12.024125062000024, 3.2551290280001126 12.018750712000056, 3.2576094970000895 11.997408346000057, 3.2625704350000433 11.97472239200009, 3.2699084880001124 11.956532288000048, 3.2927494710001213 11.918653463000055, 3.3070121660001064 11.902375387000035, 3.3154871020001053 11.894572246000024, 3.3277860920000535 11.886407369000096, 3.341635376000113 11.88289337200004, 3.3550712480000584 11.889042868000018, 3.3691272380000896 11.897311096000067, 3.3809094650000873 11.895037334000051, 3.391658163000102 11.888836161000057, 3.4028202720000422 11.885270488000089, 3.4476754150001057 11.85798533100008, 3.4842623290000745 11.845169577000092, 3.4954244390000895 11.837521464000105, 3.503485961000081 11.829976705000064, 3.5369722900000795 11.782899476000068, 3.543690226000109 11.777060038000087, 3.549271280000113 11.773752746000085, 3.5537154540000415 11.769670309000077, 3.5574361570000406 11.76181549100005, 3.5625004470001045 11.746002503000057, 3.5662211500000467 11.738354391000072, 3.5681848550000552 11.729517721000065, 3.571698852000111 11.721869608000091, 3.5800704350000956 11.717373759000068, 3.5893721930001163 11.701509095000063, 3.596400187000114 11.69577301000001))",25897.71418585673
